lat&lon,name_of_business,distance_on_4sq,address
48.893479576183_2.2775253653526,Chevret & Co S.A.R.L.,920,80 rue Baudin
48.893479576183_2.2775253653526,L'épicerie Quotidienne,940,40 rue Louise Michel
48.893479576183_2.2775253653526,Boulangerie Eric Kayser,951,19 rue Tr\u00e9bois
48.893479576183_2.2775253653526,Planet Sushi,952,46 rue Louise Michel
48.893479576183_2.2775253653526,Boulangerie Artisanale Bineau,952,4 boulevard Bineau
48.893479576183_2.2775253653526,Le Trébois Café,957,11 rue Henri Barbusse
48.893479576183_2.2775253653526,Ozo Grill,964,48 rue Louise Michel
48.893479576183_2.2775253653526,Le Collange,983,158 rue Jules Guesde
48.893479576183_2.2775253653526,Gigi,663,12 place Georges Pompidou
48.893479576183_2.2775253653526,Familia,267,17 rue Marcel Cerdan
48.85716405838368_2.422847449779511,Kyoto,157,169 rue de Paris
48.85716405838368_2.422847449779511,Ici Montreuil,285,135 boulevard Chanzy
48.85716405838368_2.422847449779511,Alimentari,823,6 place du Marché
48.85716405838368_2.422847449779511,Amor Y Pan,652,80 rue François Arago
48.85716405838368_2.422847449779511,Apsara,918,12 boulevard de Chanzy
48.85716405838368_2.422847449779511,Restaurant Obrigado,884,8 avenue de la Porte de Montreuil
48.85716405838368_2.422847449779511,Les Pianos,259,26 rue Robespierre
48.85716405838368_2.422847449779511,L'île de Robinson,819,50 rue du Sergent Bobillot
48.85716405838368_2.422847449779511,La Conquete du Pain,946,47 rue de la Beaune
48.85716405838368_2.422847449779511,Bar du Marché,796,9 9 place du Marché
48.85716405838368_2.422847449779511,Le Drunken,784,19 rue Girard
48.85716405838368_2.422847449779511,StreetWok,678,58 rue Emile Zola
48.85716405838368_2.422847449779511,Stade de la Porte de Bagnolet,947,72 rue Louis Lumière
48.85716405838368_2.422847449779511,Operation Falafel France,170,149 rue de Paris
48.85716405838368_2.422847449779511,Bo'Bar,172,147 rue de Paris
48.85716405838368_2.422847449779511,Tiebfood,199,181 rue Robespierre
48.85716405838368_2.422847449779511,Métro-Robespierre,203,187 rue de Paris
48.85716405838368_2.422847449779511,Lay Stéphanie,262,3 rue Valette
48.85716405838368_2.422847449779511,Timgad,265,220 rue de Paris
48.85716405838368_2.422847449779511,House Pizza,361,124 rue Robespierre
48.85716405838368_2.422847449779511,La Baraka,434,262 rue de Paris
48.85716405838368_2.422847449779511,Cinémas 93,513,"87 bis, rue de Paris"
48.85716405838368_2.422847449779511,Oninja Ren,521,22-26 rue Raspail
48.85716405838368_2.422847449779511,Le Moulin du Sud,530,67 bis rue de Paris
48.85716405838368_2.422847449779511,Chez Léa,573,42 rue de la République
48.85716405838368_2.422847449779511,Le Manhattan,688,52 rue Edouard Vaillant
48.85716405838368_2.422847449779511,Cna Cefag,712,80 rue Jules Ferry
48.85716405838368_2.422847449779511,Tanziti Abdelfattah,733,66 rue Edouard Vaillant
48.85716405838368_2.422847449779511,Le Berrichon,747,8 rue Edouard Vaillant
48.85716405838368_2.422847449779511,Le Montana Bar,796,45 rue Michelet
48.85716405838368_2.422847449779511,Toma Sushi,840,20 avenue de la République
48.85716405838368_2.422847449779511,L'indio Restaurant,886,120 bis rue de Lagny
48.85716405838368_2.422847449779511,O Five Pizza,904,21 rue de Lagny
48.85716405838368_2.422847449779511,Entre midi et deux,908,21 avenue Georges Clemenceau
48.85716405838368_2.422847449779511,Cafe des Sports,941,128 boulevard de Chanzy
48.85716405838368_2.422847449779511,Le Ranch,984,4 boulevard de Chanzy
48.85716405838368_2.422847449779511,L'Étoile de Paris,996,139 boulevard Davout
48.85716405838368_2.422847449779511,La Croisee des Vins,179,198 rue de Paris
48.85716405838368_2.422847449779511,C.D.C.,197,179 rue de Paris
48.85716405838368_2.422847449779511,Les Hivernales,241,Exhibition Hall Paris Est Montreuil 128 rue de Paris
48.85716405838368_2.422847449779511,Le Pixi Cafe Concert Metal Rock,375,82 avenue République
48.85716405838368_2.422847449779511,La Rose des Sables,375,111 rue de Paris
48.85716405838368_2.422847449779511,Restaurant du Parc,386,10 place de la République
48.85716405838368_2.422847449779511,Muzziques,426,7 rue Richard Lenoir
48.85716405838368_2.422847449779511,Kathleen Scarboro Art,459,9 rue de la Révolution
48.85716405838368_2.422847449779511,Les Amis,478,16 rue Edouard Vaillant
48.85716405838368_2.422847449779511,Sasu Beaumarchais,629,75 rue de Paris
48.85716405838368_2.422847449779511,Le Royal,738,85 avenue Gallieni
48.85716405838368_2.422847449779511,Morelle Jean Louis,753,81 rue Robespierre
48.85716405838368_2.422847449779511,Mim,858,113 rue Marceau
48.834001935501_2.3703888058662,La Felicità,255,55 boulevard Vincent Auriol
48.834001935501_2.3703888058662,MK2 Bibliothèque,456,"128-162 avenue de France, 13e"
48.834001935501_2.3703888058662,Bateau El Alamein,556,7 quai François Mauriac
48.834001935501_2.3703888058662,Petit Bain,481,7 Port de la Gare
48.834001935501_2.3703888058662,Anticafé Station F,54,55 boulevard Vincent Auriol
48.834001935501_2.3703888058662,Chez Trassoudaine,692,3 Impasse Nationale
48.834001935501_2.3703888058662,Les Frigos,711,19 rue des Frigos
48.834001935501_2.3703888058662,La Cinémathèque française,958,51 rue de Bercy
48.834001935501_2.3703888058662,L'Arobase,501,101 101 rue Chevaleret
48.834001935501_2.3703888058662,Barapapa,905,11 Port de la Rapee
48.834001935501_2.3703888058662,Anco,953,108 rue de Bercy
48.834001935501_2.3703888058662,Le Social Bar,934,25 rue Villiot
48.834001935501_2.3703888058662,Sellae,945,18 rue des Wallons 13th Arr
48.834001935501_2.3703888058662,American Express Live Bar,898,8 boulevard de Bercy
48.834001935501_2.3703888058662,Chez Lili et Marcel,451,1 quai d'Austerlitz
48.834001935501_2.3703888058662,La Terrasse de Bercy,958,102 rue de Bercy
48.834001935501_2.3703888058662,Bob's Café,445,"MK2 Bibliothèque, 128-162 avenue"
48.834001935501_2.3703888058662,Pret A Manger,673,110 avenue de France
48.834001935501_2.3703888058662,Café Oz Rooftop,731,"34 quai d'Austerlitz, 13e"
48.834001935501_2.3703888058662,EXKi,546,116 avenue de France
48.834001935501_2.3703888058662,Starbucks,666,107 avenue de France
48.834001935501_2.3703888058662,The Frog & British Library,579,114 avenue de France
48.834001935501_2.3703888058662,Bistrot du Métro,944,102 rue de Bercy
48.834001935501_2.3703888058662,La Ménagerie,863,90 boulevard de l'Hôpital
48.834001935501_2.3703888058662,L'Audiernes,52,22 rue Louise Weiss
48.834001935501_2.3703888058662,Halle Freyssinet,56,55 boulevard Vincent Auriol
48.834001935501_2.3703888058662,Best of Burgers,457,24 port de la Gare
48.834001935501_2.3703888058662,Théatre Dunois,80,"108 rue du Chevaleret, 13th"
48.834001935501_2.3703888058662,Burger King,403,79-81 quai de la Gare
48.834001935501_2.3703888058662,Station F,120,55 boulevard Vincent Auriol
48.834001935501_2.3703888058662,Le Bercy Café,951,118 rue de Bercy
48.834001935501_2.3703888058662,Le Papa Cabane,892,rue Paul Belmondo
48.834001935501_2.3703888058662,Jon Mat Taeng,393,63 quai de la Gare
48.834001935501_2.3703888058662,Molto Gusto,421,111 rue du Chevaleret
48.834001935501_2.3703888058662,Mauvaises Graines,473,30 rue de Domrémy
48.834001935501_2.3703888058662,Asia Story,552,4 promenade Claude Lévi-Strauss
48.834001935501_2.3703888058662,La Birreria,558,43 avenue Pierre Mendès-France
48.834001935501_2.3703888058662,Phobia France,718,127 rue Jeanne d'Arc
48.834001935501_2.3703888058662,Les Docks – Cité de la Mode et du Design,759,34 quai d'Austerlitz
48.834001935501_2.3703888058662,Place du Liban,798,152 boulevard Vincent Auriol
48.834001935501_2.3703888058662,BO-Bun 2 GO,803,83 rue du Château-des-Rentiers
48.834001935501_2.3703888058662,Institut Français de la Mode (Institut Français de la Mode (IFM)),809,36 quai d'Austerlitz
48.834001935501_2.3703888058662,Faculté de Médecine de la Pitié-Salpêtrière,811,91 boulevard de l'Hôpital
48.834001935501_2.3703888058662,Paris Austerlitz Railway Station (Gare SNCF de Paris Austerlitz),892,7 bis Boulevard de l'Hôpital
48.834001935501_2.3703888058662,Central Seine,845,46 quai de la Râpée
48.834001935501_2.3703888058662,Fu Castella,859,113 boulevard de l'Hopital
48.834001935501_2.3703888058662,Bibliothèque Paris 1,868,5ème Étage
48.834001935501_2.3703888058662,L'Avenue,526,120 avenue de France
48.834001935501_2.3703888058662,L'Oraziano,885,123 boulevard de l'Hôpital
48.834001935501_2.3703888058662,Indiana Café – Tolbiac,921,74 avenue de France
48.80893199114179_2.334946095943452,Chez Papa,947,99 avenue Aristide Briand
48.80893199114179_2.334946095943452,Dream Sushi,438,49 avenue Vladimir Illitch Lenine
48.80893199114179_2.334946095943452,La Cour Pavée,976,88 avenue Aristide Briand
48.80893199114179_2.334946095943452,Starbucks,513,620 place de la Vache Noire Centre Commercial la Vache Noire Boite
48.80893199114179_2.334946095943452,Pomme de Pain,523,Cité de la Vache Noire
48.80893199114179_2.334946095943452,Maison des Examens,80,7 rue Ernest Renan
48.80893199114179_2.334946095943452,Elior Restauration Entreprises,149,21 rue de Stalingrad
48.80893199114179_2.334946095943452,Le Métro,161,30 avenue Laplace
48.80893199114179_2.334946095943452,Isit,191,23-25 avenue Jeanne d'Arc
48.80893199114179_2.334946095943452,B Best Crêpes,200,23 avenue Laplace
48.80893199114179_2.334946095943452,Hippopotamus,602,avenue Aristide Briand
48.80893199114179_2.334946095943452,Le P'tit Bistrot,284,129 rue Marius Sidobre
48.80893199114179_2.334946095943452,IT Trattoria,470,C.C la Vache Noire
48.80893199114179_2.334946095943452,Ô Boui Boui,474,67 avenue Laplace
48.80893199114179_2.334946095943452,Smartshop One,503,20 Cité de la Vache Noire
48.80893199114179_2.334946095943452,Waffle Factory la Vache Noire,514,avenue du Président Salvador Allende
48.80893199114179_2.334946095943452,L'Auberge de Gentilly,545,94 avenue Lénine
48.80893199114179_2.334946095943452,Fonte Nova,602,37 rue Louis Gaillet
48.80893199114179_2.334946095943452,Au Bon Coin,613,29 rue de la Division du Général Leclerc
48.80893199114179_2.334946095943452,Supamonks,614,26 rue Berthollet
48.80893199114179_2.334946095943452,Instant-B,727,9 rue de la Fontaine
48.80893199114179_2.334946095943452,Crepe and Me,813,162 rue Gabriel Péri
48.80893199114179_2.334946095943452,Festival les Ecrans Documentaires,840,23 rue Emile Raspail
48.80893199114179_2.334946095943452,Boulangerie Pao Quente,882,81 avenue Paul Vaillant Couturier
48.80893199114179_2.334946095943452,Time Tripper,908,20 rue Marcel Vigneron
48.80893199114179_2.334946095943452,Vezzo pizza,979,15 avenue Gabriel Péri
48.80893199114179_2.334946095943452,JRFM,217,4 avenue Laplace
48.80893199114179_2.334946095943452,Lorenzi,406,60 avenue Laplace
48.80893199114179_2.334946095943452,Jeff de bruges Arcueil,449,"Centre Commercial la Vache Noire, Zac des Portes d'Arcueil"
48.80893199114179_2.334946095943452,Théatre de l'Epopée,464,20 avenue du Président Salvador Allende
48.80893199114179_2.334946095943452,Subway,500,Centre Commercial la Vache Noire
48.80893199114179_2.334946095943452,Delhibox,522,place de la Vache Noire
48.80893199114179_2.334946095943452,Ambulances Europe Médicale A.E.M société conventionnée sécurité sociale,537,84 avenue de la Convention
48.80893199114179_2.334946095943452,Skatepark Arcueil Gentilly,575,avenue François Vincent Raspail
48.80893199114179_2.334946095943452,Jelaiel Family,766,17 avenue Paul Vaillant Couturier
48.80893199114179_2.334946095943452,M Sebastien Kremer,823,rue de la Vanne 35
48.80893199114179_2.334946095943452,Jump Street S.A.R.L.,916,2 rue Guy de Gouyon du Verger
48.80893199114179_2.334946095943452,Exiarena,958,19-21 rue du 8-Mai 1945
48.80893199114179_2.334946095943452,Nobel Service Ambulance,960,65 avenue Paul Vaillant Couturier
48.881804409079656_2.2921088710427284,L'Huîtrier,373,16 rue Saussier Leroy
48.881804409079656_2.2921088710427284,Il Grano,443,212 bis boulevard Pereire
48.881804409079656_2.2921088710427284,Schwartz's Deli,280,22 avenue Niel
48.881804409079656_2.2921088710427284,Uc-61,591,4 rue de l'Arc de Triomphe
48.881804409079656_2.2921088710427284,Timgad,552,21 rue Brunel
48.881804409079656_2.2921088710427284,Sormani,666,4 rue du Général Lanrezac
48.881804409079656_2.2921088710427284,Phebe,532,190n rue de Courcelles
48.881804409079656_2.2921088710427284,Bagelstein,710,8 avenue Carnot
48.881804409079656_2.2921088710427284,Mariage Frères,780,260 rue Faubourg Saint Honor\u00e9
48.881804409079656_2.2921088710427284,Da Aldo,349,8 rue Saint-Ferdinand
48.881804409079656_2.2921088710427284,Le Petit Acacia,438,58 rue des Acacias
48.881804409079656_2.2921088710427284,Salle Pleyel,861,252 rue du Faubourg Saint Honore 8th
48.881804409079656_2.2921088710427284,Matsuhisa Paris,934,35-37 avenue Hoche
48.881804409079656_2.2921088710427284,Le Grand Zino,664,97 avenue de Villiers
48.881804409079656_2.2921088710427284,Auberge Dab,863,161 avenue de Malakoff
48.881804409079656_2.2921088710427284,La Griotte ZAHRA,446,55 boulevard Gouvion-Saint-Cyr
48.881804409079656_2.2921088710427284,Victoria 1836,874,12 rue de Presbourg
48.881804409079656_2.2921088710427284,Mayo,534,3 place du Général Koenig Hyatt Regency Paris Etoile
48.881804409079656_2.2921088710427284,Brasserie Lorraine,657,2 place des Ternes
48.881804409079656_2.2921088710427284,Les Jardins du Presbourg,828,3 avenue de la Grande Armée
48.881804409079656_2.2921088710427284,The Canadian Embassy Pub,546,71 boulevard Gouvion Saint-Cyr rue Bélidor
48.881804409079656_2.2921088710427284,Starbucks,709,23 avenue de Wagram
48.881804409079656_2.2921088710427284,Inform Café,543,25 rue des Acacias
48.881804409079656_2.2921088710427284,Amici,317,77 bis avenue des Ternes
48.881804409079656_2.2921088710427284,Le Ballon des Ternes,509,103 avenue des Ternes
48.881804409079656_2.2921088710427284,Le Brasier des Ternes,287,58 avenue des Ternes
48.881804409079656_2.2921088710427284,Le Général,739,19 avenue de Wagram 17 et
48.881804409079656_2.2921088710427284,Léon de Bruxelles,649,"95 im, boulevard Gouvion-Saint-Cyr"
48.881804409079656_2.2921088710427284,Fuxia,683,99 boulevard Gouvion-Saint-Cyr
48.881804409079656_2.2921088710427284,Burger King,767,16 rue de Tilsitt
48.881804409079656_2.2921088710427284,Palais Maillot,785,2 place de la Porte Maillot boulevard Pershing
48.881804409079656_2.2921088710427284,Café Latéral,745,4 avenue Mac Mahon
48.881804409079656_2.2921088710427284,Starbucks,732,2 place de la Porte Maillot
48.881804409079656_2.2921088710427284,D.S Café,238,25 avenue de Niel
48.881804409079656_2.2921088710427284,L'Etoile 1903,801,4 avenue de Wagram
48.881804409079656_2.2921088710427284,Visconti,657,89 boulevard de Courcelles
48.881804409079656_2.2921088710427284,Bistro d'Italie,674,4 rue du Général Lanrezac
48.881804409079656_2.2921088710427284,Le Franc Tireur,317,34 rue d'Armaillé
48.881804409079656_2.2921088710427284,The Place To,617,47 avenue de Wagram
48.881804409079656_2.2921088710427284,Le Congrès Maillot,732,80 avenue de la Grande Armée
48.881804409079656_2.2921088710427284,Le Dada,444,12 avenue des Ternes
48.881804409079656_2.2921088710427284,Little Nonna,303,12 avenue de Niel
48.881804409079656_2.2921088710427284,L'Elysee Saint Honoré,940,205 rue du Faubourg Saint-Honoré
48.881804409079656_2.2921088710427284,McDonald's,709,277 boulevard Pereire
48.881804409079656_2.2921088710427284,Mojito Habana,870,19 rue de Presbourg
48.881804409079656_2.2921088710427284,Brasserie le Saint Ferdinand,544,34 place Saint-Ferdinand
48.881804409079656_2.2921088710427284,Bowling Duplex,917,1 avenue Foch
48.881804409079656_2.2921088710427284,Le Vin Coeur,758,4 avenue Carnot
48.881804409079656_2.2921088710427284,Noto Paris,847,252 bis rue du Faubourg Saint-Honoré
48.881804409079656_2.2921088710427284,Café de la Terrasse,718,76 avenue de la Grande Armée
48.88339733854529_2.371074522980134,Point Éphémère,266,"200 quai de Valmy, 10e"
48.88339733854529_2.371074522980134,Café de la Halle Secrétan,319,33 avenue Secrétan
48.88339733854529_2.371074522980134,Le 104,776,104 rue d'Aubervilliers
48.88339733854529_2.371074522980134,Le Pavillon des Canaux,717,39 quai de la Loire
48.88339733854529_2.371074522980134,Massawa,637,22 rue du Chateau Landon 75010
48.88339733854529_2.371074522980134,Bharath,695,"51 rue Louis blanc, 75010"
48.88339733854529_2.371074522980134,El Nopal,755,3 rue Eugène Varlin
48.88339733854529_2.371074522980134,Bricktop Pizza,721,153 quai de Valmy
48.88339733854529_2.371074522980134,Panda Panda,917,21 rue Juliette Dodu
48.88339733854529_2.371074522980134,Khayma rooftop,579,9-11 place du Colonel Fabien
48.88339733854529_2.371074522980134,Le Pavillon Puebla,913,"Parc des Buttes Chaumont, avenue Darcel"
48.88339733854529_2.371074522980134,Franco et Giacomo,815,115 avenue Jean Jaurès
48.88339733854529_2.371074522980134,Le Grand Marché Stalingrad,112,6-8 place de la Bataille de Stalingrad
48.88339733854529_2.371074522980134,Le Valmy,759,145 quai de Valmy
48.88339733854529_2.371074522980134,25° Establissements,66,10 place de la Bataille de Stalingrad
48.88339733854529_2.371074522980134,Grand Central,728,5 rue Curial 75019
48.88339733854529_2.371074522980134,Café Bolivar,272,31 avenue Secrétan
48.88339733854529_2.371074522980134,Formidable,78,2 avenue Jean Jaurès
48.88339733854529_2.371074522980134,Les Délices d'Amour,34,3 avenue Jean Jaurès 75019
48.88339733854529_2.371074522980134,Côté Canal,131,5 quai de la Seine
48.88339733854529_2.371074522980134,Le Chaland,622,163 quai de Valmy
48.88339733854529_2.371074522980134,Sunny,706,84 avenue Secrétan
48.88339733854529_2.371074522980134,Le Jaurès Café,44,1 avenue Jean Jaurès
48.88339733854529_2.371074522980134,Le Petit Carillon,569,167 quai de Valmy
48.88339733854529_2.371074522980134,Wanted,279,"46 bis, rue de Meaux"
48.88339733854529_2.371074522980134,Le Café Caché,791,104 rue d'Aubervilliers
48.88339733854529_2.371074522980134,El Cártel del Taco,359,227 rue la Fayette
48.88339733854529_2.371074522980134,Breakfast Spot @ Hôtel ibis Budget Paris la Villette 19ème,390,Hôtel ibis Budget Paris la Villette 19ème
